respid,sample,comp,int_date,lang,cregion,state,density,usr,qs1,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
120,1,1,180103,1,3,1,2,U, ,2,1,2,5,1,2, ,1,1,2,2,1,2,2,2,1,2,1,2,2,2, , ,5, ,5,1,2,2, ,2,1,I think people get addicted to it. They spend hours on it and even neglecting their children,5,1,5,1,2,2,80,3,3,3,2,1, , , ,1, ,6,1, ,9,1,1, , ,0.9744555, 
121,1,1,180103,1,3,48,1,R, ,2,1,1,2,1,2, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,5, ,2, ,3,1,3,2,3,1,1,excellent network,2,1,4,1,2,2,63,1,6,1,2,9, , , ,9, ,6,2, ,2,2,1, , ,0.6455818, 
122,1,1,180103,1,2,19,1,R, ,1,1,1,2,1,2, ,1,1,1,1,1,1,2,2,1,2,1,2,1,1, , ,1, ,1,3,1,1,1,2,1,lack of interpersonal communication,4,1,20,1,2,1,46,1,5,1,2,1, , , ,1, ,8,4,1,3,2,1, , ,1.1398197, 
123,1,1,180103,1,2,17,5,S, ,1,1,1,2,1,2, ,1,1,1,2,1,1,2,2,1,2,1,2,2,2, , ,2, ,1,2,2,2,4,1,1,you can do reasearch on topics or famous people,1,1,1,1,2,2,35,6,6,4,2,2, , , ,2, ,1,2, ,1, ,1, , ,0.5721819, 
124,1,1,180103,1,2,55,3,U, ,1,1,1,1,1,2, ,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1, ,2,1,1,5,1,1,1,it makes alot of info accessible,1,1,6,1,2,1,46,1,8,2,2,1, , , ,1, ,9,3,2,4,2,1, , ,0.6467569, 
127,1,1,180103,1,2,17,3,S, ,1,1,1,3,1,2, ,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1, ,4, ,5,1,1,1,3,1,1,it passes on knowledge who dont have it availble to them,1,1,3,1,2,2,99,1,6,3,2,1, , , ,1, ,7,2, ,3,3,1, , ,0.474164, 
128,1,1,180103,1,3,5,1,R, ,2,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,4, , ,2,1,the internet has access to personal information,7, ,0, , , ,89,5,3,3,2,1, , , ,1, ,3,2, ,1, ,1, , ,0.6725543, 
129,1,1,180103,1,2,17,4,S, ,2,1,1,2,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,4,1,1,3,1,1,Education access,1,1,25,1,2,1,44,1,6,1,2,3, , , ,3, ,9,1, ,6,4,1, , ,1.5065933, 
130,1,1,180103,1,3,28,2,R, ,2,2,2, , , , ,1,2,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, ,6,3, , ,9, ,2,1,2,8,57,9,3,4,2,2, , , ,2, ,98,2, ,3,3,2,1, ,2.112972, 
133,1,1,180103,1,2,17,3,S, ,2,1,1,4,1,8, ,1,8,2,1,1,2,2,2,2,2,2,2,1,2, , , , , ,2,3,2, ,1,1,communicate faster,2,1,12,1,2,1,81,1,5,3,2,1, , , ,1, ,9,4,1,2,2,1, , ,0.6390089, 
135,1,1,180103,1,3,48,1,R, ,2,1,1,1,2, , ,1,1,1,2,2,1,2,2,1,2,1,2,2,2, , ,1, ,1,3,4,4,3,1,1,informatiom,1,1,10,1,2,2,32,6,4,1,1,1, , , ,1,1,2,3,2,2,1,1, , ,1.2292887, 
136,1,1,180103,1,2,17,1,R, ,2,2,2, , , , ,1,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,1,1,know alot of people who use it,8, ,12,1,2,2,83,5,6,3,2,1, , , ,1, ,4,2, ,1, ,1, , ,0.3761749, 
137,1,1,180103,2,3,48,4,U, ,2,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,2, , , ,1,1,"cosas importantes que puede conseguir por internet, cosas buenas",9, ,0, , , ,77,5,3,3,1,1, , , ,1,3,1,3,1,2,2,2,2, ,2.0977104, 
138,1,1,180103,1,2,29,2,S, ,1,1,2,5,1,2, ,2, ,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,4, ,3, ,1,1,HELPS FIND SEARCH EQUIPTMENT AND LOCATE ITEMS,1,1,0, , , ,55,1,3,1,2,1, , , ,1, ,8,3,8,3,3,2,1, ,2.112972, 
139,1,1,180103,1,3,48,2,S, ,1,1,1,2,1,3, ,1,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,4, ,2,4,1,1,4,1,1,the simulation of the internet,8,1,19,1,2,1,69,1,7,1,2,1, , , ,1, ,8,2, ,3,2,1, , ,0.4237598, 
140,1,1,180103,1,2,27,1,S, ,1,1,1,2,1,2, ,1,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,1, ,2,2,1,1,1,1,1,communication,2,1,0, , , ,99,2,4,1,1,1,2,3,7,4,1,99,2, ,5,2,1, , ,0.8287613, 
142,1,1,180103,1,2,27,1,R, ,2,1,1,3,1,2, ,1,2,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2, ,3, , ,9,1,3,1,2,2,60,5,5,1,2,1, , , ,1, ,7,3,8,1, ,1, , ,0.6705825, 
145,1,1,180103,1,2,20,2,U, ,2,1,1,3,1,2, ,1,1,1,2,1,2,2,2,1,2,1,2,1,1, , ,3, ,5,1,2,1,2,3, , ,9,1,4,1,2,2,63,5,8,2,2,1, , , ,1, ,3,3,8,1, ,1, , ,0.4583227, 
147,1,1,180103,1,2,19,2,U, ,2,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,1, , , ,1,1,conversation to be had,2, ,12,1,2,2,91,5,3,3,2,1, , , ,1, ,2,1, ,1, ,2, , ,1.7745844, 
148,1,1,180103,1,3,48,5,S, ,1,1,1,2,1,2, ,1,1,1,2,1,2,2,2,1,2,1,2,1,1, , ,3, ,4,2,1,1,4,1,1,Ease at which information can be gotten by anyone. Example googling.,1,1,6,1,2,2,56,1,6,1,2,1, , , ,1, ,9,1, ,2,2,1, , ,0.4647075, 
151,1,1,180103,1,2,38,1,R, ,1,1,1,2,1,2, ,1,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,4,4,4,1, ,1,1,information,1,1,10,1,2,1,61,1,5,1,2,1, , , ,1, ,99,9,9,2,2,1, , ,0.6879, 
152,1,1,180103,1,2,27,5,S, ,2,1,1,4,1,2, ,1,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,3,1,1,1,4,3, , ,9,1,99, , , ,67,1,7,3,2,1, , , ,1, ,6,2, ,2,2,1, , ,0.3994403, 
153,1,1,180103,1,3,48,1,R, ,1,1,2,2,1,2, ,1,2,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,1,4,3,3, ,8, , ,9,1,50,1,2,1,65,1,7,6,2,1, , , ,1, ,8,3,8,2,2,1, , ,0.4045109, 
155,1,1,180103,1,3,22,1,R, ,2,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,2, , , ,8, , ,9, ,97,1,2,2,59,1,7,1,2,1, , , ,1, ,99,9,9,2,2,2,2, ,2.112972, 
156,1,1,180103,1,2,29,3,S, ,2,1,1,1,2, , ,1,1,1,2,1,1,2,2,1,2,1,2,1,1, , ,1, ,1,1,3,3,2,1,1,keeps people connected more,2,1,3,1,2,2,39,2,6,2,2,8, , , ,9, ,3,1, ,5,2,1, , ,1.0118804, 
158,1,1,180103,1,3,48,2,S, ,2,1,1,2,1,3, ,1,1,1,1,1,1,1,2,1,2,1,1,2,1,3, ,1, ,3,2,4,1,2,1,1,gave me access to travel and information,1,1,3,1,2,2,61,1,4,6,2,1, , , ,1, ,3,2, ,2,2,1, , ,1.0366, 
159,1,1,180103,1,3,22,2,S, ,2,1,1,3,1,2, ,1,1,1,1,2,2,2,2,1,2,2,2,2,2, , ,2, , ,3,3,3,4,3, , ,9,3,12,1,2,1,77,5,4,2,2,1, , , ,1, ,3,3,1,1, ,1, , ,0.4733505, 
161,1,1,180103,1,4,30,1,R, ,1,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,3, , , ,3, , ,9, ,0, , , ,79,3,2,3,2,1, , , ,1, ,98,1, ,1, ,1, , ,0.6873221, 
162,1,1,180103,1,4,4,3,S, ,1,1,2,5,1,2, ,2, ,2,2,1,2,2,2,1,2,2,2,2,2, , ,2, , ,4, ,4, ,2,1,nobody talks to each other (else) thats it,4,2,8,1,2,2,72,5,6,3,1,7, , , ,5,1,2,4,9,1, ,2, , ,1.2018247, 
163,1,1,180103,1,4,4,3,U, ,1,2,2, , , , ,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,2, , ,3, , ,9, ,1,1,2,2,83,5,3,3,2,1, , , ,1, ,3,2, ,1, ,1, , ,0.7498133, 
164,1,1,180103,1,2,31,1,R, ,1,1,2,1,1,2, ,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,3,2, ,3, , ,9,1,1,1,2,2,75,1,6,1,2,1, , , ,1, ,99,3,9,2,2,1, , ,0.3791455, 
165,1,1,180103,1,4,4,3,U, ,2,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,1, , , ,1,1,get messages to people,2, ,10,1,2,2,71,5,6,3,2,1, , , ,1, ,6,1, ,1, ,2, , ,0.7850963, 
166,1,1,180103,1,4,4,3,U, ,2,1,2,4,1,2, ,1,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,4,4,1,1, ,1,1,good way to communicate with other people,2,1,50,1,2,1,70,1,6,3,2,1, , , ,1, ,99,2, ,2,2,1, , ,0.4040769, 
167,1,1,180110,1,4,6,4,S, ,2,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2, , ,1,1,no response,9, ,0, , , ,88,5,3,3,2,2, , , ,2, ,1,3,9,1, ,2, , ,1.8910024, 
168,1,1,180103,1,4,6,2,S, ,1,1,1,2,1,2, ,1,1,1,1,1,1,2,2,1,2,1,2,2,2, , ,2, ,5,5,2,1,2,1,1,occupid,9,3,99, , , ,47,1,3,1,2,1, , , ,1, ,6,2, ,2,2,1, , ,1.3302172, 
169,1,1,180103,1,4,6,4,U, ,2,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,1,1,information,1, ,10,1,2,2,62,1,6,1,2,1, , , ,1, ,7,1, ,4,4,1, , ,0.6441023, 
170,1,1,180103,1,4,6,2,S, ,2,1,1,1,1,8, ,1,2,1,1,1,2,2,2,1,2,2,2,2,2, , ,1, , ,3,3,1,2,8, , ,9,1,97,2,2,1,85,5,4,3,2,1, , , ,1, ,5,1, ,1, ,1, , ,0.4300174, 
171,1,1,180103,1,4,6,3,U, ,2,1,1,1,1,2, ,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1, ,1,4,1,1,1,1,1,"dissemination of info, ability to do research",1,1,96,1,1,1,61,1,6,5,2,1, , , ,1, ,8,1, ,2,2,1, , ,0.6398045, 
172,1,1,180103,1,4,6,3,S, ,1,1,8,4,1,2, ,1,8,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,1,4, ,1,1,find alot of different info,1,1,2,1,2,2,77,2,3,3,2,1, , , ,1, ,99,3,1,2,2,1, , ,1.0370467, 
174,1,1,180106,1,4,53,1,S, ,2,1,1,4,1,8, ,1,1,1,1,2,2,2,2,1,2,2,2,2,2, , ,2, , ,2,2,2,2,1,1,improves communication amomg people,2,1,3,2,2,1,79,5,6,3,2,1, , , ,1, ,3,1, ,1, ,1, , ,0.3761749, 
175,1,1,180103,1,4,6,5,U, ,1,1,1,1,1,2, ,1,1,1,2,1,2,2,1,1,2,2,2,2,2, ,1,1, , ,1,1,1,2,1,1,Performing research,1,1,0, , , ,99,9,3,2,2,1, , , ,1, ,98,4,9,9,9,1, , ,0.9936049, 
176,1,1,180103,1,4,6,2,S, ,2,1,1,2,1,2, ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,4,2, ,1,1,information wise and edicational,1,1,6,1,2,2,79,1,6,3,2,1, , , ,1, ,8,2, ,2,2,1, , ,0.3880258, 
177,1,1,180103,1,4,41,2,S, ,2,1,1,2,1,2, ,1,1,1,1,1,2,2,2,1,2,1,2,1,2, , ,1, ,2,3,2,2,4,1,1,your able to get information rather quickly,1,1,12,1,1,1,56,1,6,4,2,1, , , ,1, ,9,1, ,2,2,1, , ,0.6143898, 
178,1,1,180103,1,4,41,1,R, ,1,1,1,1,1,2, ,1,1,1,2,1,2,1,2,1,2,1,2,2,2,4, ,1, ,3,2,1,2,3,1,1,widens business oppurtunities,1,1,70,1,2,2,67,1,8,3,2,1, , , ,1, ,4,1, ,2,2,1, , ,0.3761749, 
179,1,1,180103,1,4,6,1,S, ,2,1,1,3,1,2, ,1,8,1,2,1,2,2,2,1,2,1,1,2,2, , ,3, ,5,2,2,2,4,8, , ,9,1,4,1,2,2,99,9,6,3,2,1, , , ,1, ,99,9,8,9,9,1, , ,0.3761749, 
180,1,1,180107,1,4,53,3,S, ,2,1,1,2,1,2, ,1,1,2,1,1,2,2,2,1,2,1,2,2,2, , ,4, ,1,3,2,3, ,1,1,made the flow of information easier,1,1,10,1,2,1,45,1,5,1,2,1, , , ,1, ,7,1, ,2,2,1, , ,1.6763556, 
181,1,1,180103,1,4,6,1,R, ,2,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, , ,8, , ,9, ,15,1,2,2,87,5,5,3,2,1, , , ,1, ,4,1, ,1, ,1, , ,0.4104842, 
183,1,1,180103,2,4,6,5,U, ,1,2,2, , , , ,1,1,2,1,2,2,2,2,2,2,2,1,2,2, , , , , ,3,3, , ,2,8, ,9, ,0, , , ,66,1,1,3,1,9, , , ,9,3,4,2, ,4,4,1, , ,0.9009937, 
184,1,1,180103,1,4,53,3,U, ,1,1,1,1,1,2, ,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2, ,3, ,2,1,1,1,4,1,1,opened up the world to everybody,1,1,12,1,2,1,59,1,8,1,2,1, , , ,1, ,8,2, ,2,2,1, , ,0.4406233, 
186,1,1,180103,1,4,53,2,U, ,2,1,1,4,1,2, ,1,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,3, ,5,3,4,1,3,1,1,education,1,1,20,1,2,2,67,1,8,3,2,1, , , ,1, ,6,2, ,4,4,1, , ,0.4448263, 
187,1,1,180103,1,4,2,2,U, ,1,1,2,3,1,8, ,1,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,9,2, ,8, , ,9,3,2,1,2,2,85,1,4,3,2,1, , , ,1, ,5,9,8,2,2,1, , ,0.6354792, 
188,1,1,180103,1,4,6,5,S, ,2,1,1,1,1,2, ,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,3,3,2,1,1,2,1,1,"access to information, and education and transparency (else) thats the main reason",1,1,15,1,1,2,33,1,6,1,2,3, , , ,3, ,8,2, ,4,4,1, , ,1.5936626, 
189,1,1,180104,1,1,36,2,S, ,2,1,1,2,1,2, ,1,1,1,1,2,2,2,2,1,2,1,2,2,2, , ,2, ,3,1,1,1,3,2,1,i dont think its good for anything other than reaching out to people,8,3,24,1,2,2,50,2,6,3,2,1, , , ,1, ,4,2, ,4,4,1, , ,1.1825408, 
190,1,1,180104,1,3,13,4,S, ,1,2,2, , , , ,1,2,2,8,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,1,1,"helped establish more sales nationwide, meaning more jobs",1, ,1,1,2,2,88,5,5,3,2,1, , , ,1, ,3,1, ,3,3,1, , ,0.7333461, 
191,1,1,180104,1,1,33,1,R, ,1,1,2,2,1,2, ,1,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,5,1,4,2, ,1,1,i think it spreads information,1,1,97,1,2,2,82,1,7,3,2,1, , , ,1, ,99,2, ,2,2,1, , ,0.4203752, 
192,1,1,180104,1,2,39,2,S, ,1,1,1,3,2, , ,1,2,1,2,2,2,1,2,1,2,1,2,2,2,5, ,4, ,4,4,2,1,4,3, , ,9,1,2,1,2,2,31,4,3,4,2,1, , , ,1, ,3,3,2,3,3,1, , ,1.1764987, 
193,1,1,180104,1,3,51,3,S, ,1,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,3, , ,3, , ,9, ,0, , , ,82,1,7,3,2,1, , , ,1, ,4,9,1,2,2,1, , ,0.441289, 
194,1,1,180104,1,2,26,5,S, ,2,1,1,2,2, , ,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,3,2, ,2,1,too much personal info,7,1,4,1,2,2,70,1,4,3,2,1, , , ,1, ,4,2, ,2,2,1, , ,0.6122409, 
195,1,1,180104,1,3,51,5,S, ,2,1,1,2,1,2, ,1,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,2, ,2,1,1,1,2,1,1,allows you to access all kinds of info,1,1,12,1,2,2,56,1,1,1,2,5, , , ,5, ,8,2, ,2,2,1, , ,1.1926095, 
196,1,1,180104,1,1,36,5,S, ,1,1,1,2,1,2, ,1,1,1,1,1,2,2,2,1,2,1,2,1,1, , ,3, ,3,1,1,1,2,1,1,convenace,1,1,4,2,2,1,50,1,8,1,2,1, , , ,1, ,99,9,9,4,3,9,9, ,0.7876214, 
198,1,1,180104,1,1,36,5,U, ,2,1,1,2,1,2, ,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2, ,3, , ,9,1,2,2,2,2,47,6,7,1,2,1, , , ,1, ,8,3,2,1, ,1, , ,0.7441493, 
199,1,1,180104,1,2,26,5,U, ,2,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,4, , , ,8, , ,9, ,1,1,2,2,99,9,99,99,9,9, , , ,9, ,99,9,9,9,9,9,9, ,0.3994403, 
200,1,1,180104,1,1,36,2,S, ,1,1,1,2,1,2, ,1,2,1,1,1,1,2,2,1,2,1,8,8,8, , ,1, ,2,4,8,3,4,1,1,Information,1,3,6,1,2,2,43,1,6,2,2,1, , , ,1, ,4,3,8,4,2,1, , ,0.7653819, 
201,1,1,180104,1,1,34,5,S, ,1,1,1,5,1,2, ,1,1,1,1,1,2,2,1,1,2,1,2,2,2, ,3,2, ,3,1,1,3,1,1,1,you can find a lot of stuff on there,1,1,0, , , ,75,3,3,3,2,2, , , ,2, ,2,2, ,1, ,1, , ,0.6956527, 
202,1,1,180104,1,1,50,1,R, ,2,1,2,1,1,8, ,1,2,1,2,1,2,2,2,1,2,1,2,1,2, , ,3, ,5,2,2,3,3,1,1,because it opens up communication between people,2,1,20,2,2,2,82,5,6,3,2,1, , , ,1, ,5,2, ,1, ,1, , ,0.3761749, 
203,1,1,180105,1,1,9,2,S, ,2,1,1,2,1,2, ,1,1,1,2,1,2,2,2,1,2,1,1,2,1, , ,2, ,3,1,2,1,3,1,1,revolutionized how business and great for commerce,1,1,2,1,2,2,50,5,6,1,2,1, , , ,1, ,5,3,8,1, ,1, , ,0.7458325, 
206,1,1,180104,1,1,36,5,S, ,1,1,1,2,1,2, ,1,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , ,2,1,1,1, ,1,1,you can look up anything at any time,1,1,12,1,2,2,60,3,6,1,2,1, , , ,1, ,7,1, ,1, ,1, , ,0.3761749, 
208,1,1,180104,1,3,37,2,S, ,2,1,1,2,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,4,4,4,1,1,4,1,1,knowledge,1,1,20,1,1,2,47,1,6,2,2,1, , , ,1, ,9,3,1,4,2,1, , ,0.992612, 
209,1,1,180104,1,3,54,2,S, ,1,1,1,2,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,2,9,2,3,1, ,1,1,1,1,2,3, , ,9,1,0, , , ,66,5,99,3,2,1, , , ,1, ,3,3,9,1, ,1, , ,0.3761749, 
210,1,1,180107,1,1,36,5,U, ,1,1,2,2,2, , ,1,1,1,2,1,2,2,2,1,2,1,1,2,2, , ,2, ,1,4,2,2,2,2,1,leads to indirect communication rather than direct,4,1,96,1,2,2,68,1,6,3,2,9, , , ,9, ,4,3,8,2,2,1, , ,0.4393853, 
211,1,1,180104,1,3,37,3,U, ,1,1,2,2,1,2, ,1,2,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,2,3,2, ,3, , ,9,1,1,1,2,2,74,1,8,3,2,1, , , ,1, ,7,3,1,2,2,1, , ,0.441289, 
212,1,1,180107,1,1,25,4,S, ,2,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2, , ,8, , ,9, ,0, , , ,70,1,3,3,2,1, , , ,1, ,99,2, ,2,2,1, , ,0.9260833, 
213,1,1,180104,1,1,34,3,U, ,2,1,1,2,1,2, ,1,1,1,1,1,2,1,1,1,1,1,1,1,2,5,2,1,3,4,1,2,2,2,1,1,Information that goes out there whether its true or not. its up to us to figure that out.,1,1,6,1,1,2,73,1,4,3,2,1, , , ,1, ,6,1, ,2,2,1, , ,0.7084973, 
214,1,1,180104,1,3,12,2,S, ,2,1,1,3,1,2, ,1,1,2,1,1,2,2,2,1,2,1,2,2,2, , ,5, ,5,3,3,1, ,1,1,access to information at your fingertips,1,1,97,1,2,1,69,1,5,3,2,1, , , ,1, ,99,9,9,9,9,9,9, ,0.6546783, 
215,1,1,180104,1,1,36,2,S, ,2,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,4, , , ,1,1,its a way to get things you cant access otherwise in person,1, ,99, , , ,84,5,5,3,2,5, , , ,5, ,5,1, ,1, ,2, , ,1.4941032, 
216,1,1,180104,1,1,42,1,S, ,1,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,5,1, , ,1,1,open up horizons,1, ,0, , , ,75,1,3,5,2,1, , , ,1, ,9,3,8,3,3,1, , ,1.2466337, 
217,1,1,180104,1,2,39,5,S, ,2,1,2,5,1,2, ,1,1,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2, ,3, , ,9,1,0, , , ,80,5,4,3,2,1, , , ,1, ,3,1, ,1, ,1, , ,0.4426671, 
218,1,1,180104,1,2,18,3,U, ,2,1,1,1,2, , ,1,1,1,1,2,1,2,1,1,1,1,2,1,1, ,4,1,8,1,4,5,1,1,1,1,"education,news, weather, links families,mass brodcasting.",1,1,40,1,1,1,45,3,6,1,2,4, , , ,5, ,7,9,1,3,2,1, , ,1.0522108, 
219,1,1,180104,1,1,42,5,S, ,1,1,1,2,1,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,3,3,2,1,1,2,1,1,availability of information,1,1,3,1,2,1,54,1,6,1,2,2, , , ,2, ,7,2, ,3,3,1, , ,0.5050967, 
221,1,1,180104,1,3,24,4,S, ,2,1,1,2,1,2, ,1,1,1,1,1,2,2,2,1,2,1,2,1,2, , ,1, ,3,2,1,1,2,3, , ,9,1,12,1,1,1,78,3,7,3,2,1, , , ,1, ,5,2, ,1, ,1, , ,0.3761749, 
223,1,1,180104,1,1,36,3,S, ,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2, , ,2, ,1,3,3,1,2,2,1,since im not  a kid anymore it causes brain damage and its a distraction,4,1,4,1,1,1,33,6,4,2,2,1, , , ,1, ,6,5,1,2,2,1, , ,1.4398046, 
225,1,1,180104,1,1,36,5,U, ,2,1,1,1,1,2, ,1,1,1,1,1,2,2,2,1,2,1,1,2,1, , ,2, ,5,2,2,1,4,1,1,easy acess to information,1,1,20,1,2,2,40,1,8,1,2,2, , , ,2, ,8,3,2,2,2,1, , ,0.9387458, 
226,1,1,180104,1,1,36,1,S, ,1,1,2,2,8, , ,2, ,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,4,2, ,3, ,1,1,getting information out to people.,1,1,2,1,2,2,60,1,6,3,2,1, , , ,1, ,8,1, ,2,2,2,1, ,1.2060418, 
227,1,1,180104,1,1,36,5,S, ,2,1,1,2,1,2, ,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,5,5,2,1,1,1,1,1,OPENED UP ACCES FOR INFORMATION THAT PWOPLW HAS NEVER HAD BEFORE NOW THE WAY USE IT IS NOT A GOOD THING,8,1,12,1,1,1,40,1,8,1,2,1, , , ,1, ,9,2, ,6,2,1, , ,1.0749193, 
228,1,1,180104,1,1,42,2,S, ,2,1,1,3,1,2, ,1,2,1,1,2,2,2,2,1,2,1,2,2,2, , ,1, ,5,2,4,2,3,2,1,Discludes the family,4,1,3,1,2,2,53,1,3,6,2,1, , , ,1, ,4,1, ,2,2,1, , ,2.0103714, 
229,1,1,180104,1,2,26,3,U, ,1,2,1,5,1,8, ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,4,4, ,1,1,get people in contact faster,2,3,0, , , ,68,1,5,3,2,2, , , ,2, ,6,2, ,2,2,1, , ,0.7887865, 
230,1,1,180104,1,2,26,2,S, ,1,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,9, , , ,9, , ,9, ,99, , , ,99,9,3,4,2,1, , , ,1, ,99,9,9,9,9,2,2, ,2.112972, 
232,1,1,180104,1,3,51,5,S, ,1,1,1,2,1,9, ,1,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,6,6,6, ,3, , ,9,2,99, , , ,99,9,99,98,9,9, , , ,9, ,99,9,9,9,9,1, , ,0.4228036, 
233,1,1,180104,1,3,24,4,U, ,2,1,1,1,1,2, ,1,1,2,1,1,1,2,2,2,2,1,1,2,1, , , , ,1,1,1,1, ,3, , ,9,1,3,1,2,2,99,3,6,1,2,3, , , ,3, ,7,2, ,3,2,1, , ,0.5183374, 
234,1,1,180104,1,3,21,1,R, ,2,1,1,2,1,2, ,1,1,1,1,1,1,2,1,1,1,1,2,1,2, ,2,1,1,1,1,1,1,2,3, , ,9,1,5,2,1,2,23,6,3,4,2,1, , , ,1, ,2,1, ,5,4,1, , ,2.0113961, 
235,1,1,180104,1,2,29,1,R, ,2,2,1,5,2, , ,1,2,2,2,1,2,2,2,8,2,2,2,2,2, , , , , ,1,4,4, ,2,1,Scams,6,8,98,2,2,2,78,3,2,3,2,1, , , ,1, ,2,1, ,1, ,1, , ,0.6303808, 
236,1,1,180104,1,2,19,2,S, ,1,2,2, , , , ,1,1,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,3,1, , ,1,1,"good as far as communication, responsibiltity of it",2, ,4,1,2,2,63,1,6,3,2,1, , , ,1, ,7,3,8,2,2,1, , ,0.4365525, 
238,1,1,180104,1,3,48,2,U, ,2,2,2, , , , ,2, ,2,2,2,2, , , , , , , , , , , , , ,2, , , ,8, , ,9, ,0, , , ,62,2,3,3,2,1, , , ,1, ,99,3,8,1, ,2, , ,2.112972, 
239,1,1,180104,1,3,48,1,R, ,1,1,2,2,1,2, ,1,2,2,2,1,8,2,2,2,2,2,2,2,2, , , , , ,2,2,2, ,2,1,incorrect information,3,2,4,1,2,2,60,3,6,5,2,1, , , ,1, ,7,1, ,1, ,1, , ,0.3761749, 
240,1,1,180104,1,3,1,2,S, ,2,2,2, , , , ,1,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,1,1,get a lot of information from it,1, ,10,1,2,2,82,5,3,4,2,1, , , ,1, ,3,1, ,1, ,1, , ,0.7045582, 
