respid,sample,comp,int_date,lang,cregion,state,density,usr,qs1,sex,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,device1a,smart2,snsint2,device1b,device1c,device1d,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,sns2a,sns2b,sns2c,sns2d,sns2e,pial5a,pial5b,pial5c,pial5d,pial11,pial11a,pial11ao@,pial11_igbm,pial12,books1,books2a,books2b,books2c,age,marital,educ2,emplnw,hisp,racem1,racem2,racem3,racem4,racecmb,birth_hisp,inc,party,partyln,hh1,hh3,ql1,ql1a,qc1,weight,cellweight
102071,2,1,180108,1,4,15,2,R,2,2,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,2,1,1,2,1,5,3,2, ,3,1,1,1,1,1,1,information,1,1,10,1,2,1,65,1,6,2,2,1, , , ,1, ,9,2, ,2,2, , ,1,0.3880258,0.6591395
102072,2,1,180108,1,4,4,3,U,2,1,1,1,2,2, , , ,1,1,1,1,1,2,1,1,1,1,2,2,2, ,1,1,1,1,4,1,1,4,1,1,because it allow people to have access technology and information.,1,1,1,1,2,2,27,6,5,1,2,2,5, , ,4, ,5,4,2,1, , , ,2,2.112972,1.6860079
102073,2,1,180108,1,2,38,1,S,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,1,1,2,2,2, , , ,3,2,4,1,1, ,1,1,its been a good benefit for the scientific community and education,1,2,7,1,1,2,32,1,8,1,2,1, , , ,1, ,8,1, ,4,2, , ,2,0.7429536,0.6053359
102074,2,1,180108,1,4,6,5,U,2,1,1,1,1,8, , , ,1,1,2,1,1,1,1,2,1,1,2,2,2,1,3, ,1,1,1,9,1,1,1,1,it's opened up many new doors for people. Different platforoms to communicate.,2,1,3,1,2,2,18,1,4,2,1,7, , , ,5,3,98,3,1,5,1, , ,2,0.7377196,0.4485782
102076,2,1,180109,1,3,37,2,R,2,1,1,1,2,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,3,1,1,2, ,1,1,instantaneous access to info that you dont have available regularly,1,1,2,2,2,1,56,1,5,3,2,1, , , ,1, ,6,1, ,3,2, , ,1,0.7688458,0.7673988
102077,2,1,180109,1,1,42,1, ,2,2,1,1,3,1,2, , ,1,1,1,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,3,4,3, , ,9,1,15,1,2,2,99,1,99,99,9,9, , , ,9, ,99,9,1,9,9, , ,9,0.8289441,0.9965017
102079,2,1,180109,1,2,39,2,S,2,1,1,1,2,1,2, , ,1,1,1,2,1,2,2,1,2,1,2,2,2, , ,3, ,4,1,1,2,4,2,1,people put to much information onit causing problems,3,1,2,1,2,2,54,3,3,1,2,1, , , ,1, ,6,1, ,1, , , ,2,1.6957513,1.7096046
102080,2,1,180109,1,3,12,4, ,2,1,1,1,2,2, , , ,8,1,1,1,1,2,1,1,1,1,2,2,2, ,5,3,5,1,3,3,4,4,2,1,"most people use it to talk about themselves, others, and bullying",6,1,6,1,1,2,19,6,2,4,1,8, , , ,9,1,9,8,8,7,3, , ,2,0.7878235,0.5219095
102082,2,1,180109,1,1,36,3,U,2,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,3, , ,9, ,15,1,1,2,77,5,6,3,2,1, , , ,1, ,5,3,8,1, , , ,1,0.3761749,0.9030599
102083,2,1,180109,1,1,34,5,S,2,1,1,1,2,2, , , ,1,1,1,1,2,2,2,1,1,1,1,2,1, , ,3,1,5,1,1,1,1,1,1,Communication,2,1,3,1,1,2,57,3,7,1,2,2, , , ,2, ,4,2, ,1, , , ,2,0.3761749,0.4333029
102084,2,1,180109,1,3,51,1,R,2,1,1,1,4,1,2, , ,1,1,2,1,1,1,2,1,2,1,2,2,2,5, ,3, ,4,2,3,2,4,1,1,get alot of good inffo quickly,1,1,2,1,2,2,70,1,6,3,2,1, , , ,1, ,6,3,1,2,2, , ,1,0.4045109,0.6019972
102086,2,1,180109,1,3,21,1,R,2,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2, , ,2,1,spreads a lot of gossip,3, ,0, , , ,64,1,3,4,2,1, , , ,1, ,99,9,9,2,2, , ,1,1.4728408,2.0428872
102091,2,1,180109,1,3,54,3,U,2,1,1,1,2,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,5,1,1,2, ,1,1,RESEARCH INFO,1,1,1,1,2,2,61,2,4,6,2,1, , , ,1, ,3,1, ,3,3, , ,1,0.9178512,0.7765033
102092,2,1,180109,1,3,51,3, ,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,4,5,5,2,1,1,The ability to get information out to the public,1,1,3,1,2,2,43,6,5,99,9,9, , , ,9, ,9,9,9,9,9, , ,9,1.8219218,1.362819
102093,2,1,180109,1,1,42,4,S,2,2,1,1,4,1,2, , ,2,1,1,2,2,2,2,1,1,1,1,2,2, , ,3,5,3,3,4,4,3,2,1,it brings out too many things for people to chat over it and make a big deal over it,8,2,10,1,2,2,62,1,5,8,2,1, , , ,1, ,99,1, ,2,2, , ,1,0.985143,1.1890773
102094,2,1,180109,1,2,26,2,S,2,2,1,1,1,1,2, , ,1,2,2,1,1,2,2,2,2,2,2,1,2, , , , , ,4,4,1, ,2,1,too much influence on the younger generation and too much access.,5,2,10,1,2,2,37,1,6,1,2,1, , , ,1, ,8,1, ,4,2, , ,1,0.9716858,1.0848674
102096,2,1,180109,1,3,47,2,S,2,2,1,1,1,1,2, , ,1,2,1,1,2,2,2,1,2,1,2,2,2, , ,4, ,4,2,3,1, ,1,1,exposed to knowledge,1,1,97,1,1,2,58,1,5,1,2,1, , , ,1, ,6,1, ,2,2, , ,2,1.2807912,1.2242063
102097,2,1,180109,1,1,36,4,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,1,1,2,2,2, ,1,5,2,2,4,2,1,4,1,1,INFORMATION IS ALOT FASTER,1,1,5,1,2,2,19,6,4,2,2,1, , , ,1, ,98,1, ,1, , , ,2,1.5141982,1.0260534
102098,2,1,180109,1,2,39,1,S,2,1,1,1,4,2, , , ,1,1,1,2,1,2,1,1,2,1,2,2,2, ,3,2, ,2,3,2,3,3,1,1,"information, speed, and reliability",1,1,2,1,2,2,34,6,2,1,2,1, , , ,1, ,3,1, ,7,2, , ,2,1.210429,1.1243724
102100,2,1,180109,1,3,45,2,U,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,1,2, , ,1, ,1,4,1,1,4,1,1,new things,1,1,96,1,1,1,19,6,3,4,2,2, , , ,2, ,1,2, ,5,2, , ,2,1.3017332,1.0460154
102102,2,1,180109,1,1,44,3,S,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,1,1,1,1,2, , ,2,5,3,2,1,2,4,1,1,"I think its ability to, educational basically",1,1,3,1,1,2,70,3,6,2,2,1, , , ,1, ,4,2, ,2,2, , ,1,0.4622402,0.9030599
102104,2,1,180109,1,1,42,3,S,2,1,1,1,2,2, , , ,1,1,2,1,1,2,2,2,1,1,2,2,2, , , ,3,3,4,4,4,4,2,1,"it gives people too much self confident that they can do things that are bad for society or illegal, like hacking, child predators etc.",6,1,6,1,2,2,25,6,3,4,2,1, , , ,1, ,2,3,9,1, , , ,9,1.4640755,1.3521337
102106,2,1,180109,1,2,39,3,U,2,2,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,2,1,2,2, , ,4, , ,1,1,1,3,1,1,JUST THE ABILYTY TO GET INFORMATION QUUICKLY,1,1,1,1,2,2,50,1,6,1,2,1, , , ,1, ,98,2, ,4,4, , ,2,1.1970866,1.0620388
102110,2,1,180109,1,3,12,2,U,2,2,1,1,4,2, , , ,1,1,1,1,2,2,2,1,2,1,2,1,2, , ,2, ,4,2,2,1,3,1,1,educational,1,1,1,1,2,2,59,3,4,1,2,1, , , ,1, ,5,1, ,2,2, , ,1,1.0366,1.2242063
102111,2,1,180109,1,1,50,2,U,2,1,1,1,1,1,2, , ,1,1,1,1,2,1,2,1,2,1,1,2,1,4, ,1, ,3,4,1,5,3,1,1,knowledge connectivity,2,1,20,2,2,1,54,1,6,5,2,1, , , ,1, ,8,3,2,2,2, , ,1,0.6886032,0.881639
102112,2,1,180109,1,1,25,1,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,1,1,2,1,1,1,2, ,1,1, ,1,6,3,2,2,1,1,i like the freedon of access to share information,1,1,6,1,2,2,99,8,7,5,1,7, , , ,5, ,6,2, ,1, , , ,2,0.4054162,0.4695019
102113,2,1,180109,1,1,9,4,S,2,1,1,1,1,2, , , ,1,1,1,1,2,2,2,1,2,1,2,2,2, , ,1, ,2,3,1,1,3,3, , ,9,1,0, , , ,58,3,3,1,2,5, , , ,5, ,2,1, ,1, , , ,2,1.0076748,1.1784872
102116,2,1,180109,1,1,36,2,S,2,1,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,2,2,1, , ,4, ,3,3,3,2,4,1,1,access to information,1,1,5,1,1,1,38,1,7,1,2,1, , , ,1, ,8,3,2,5,2, , ,2,0.9456824,0.8676377
102118,2,1,180109,1,3,45,3,S,2,2,1,1,1,1,2, , ,1,1,2,1,1,2,2,1,1,1,2,1,2, , ,1,3,3,3,1,1,2,1,1,"news, i get the news on my facebook",1,1,6,1,2,2,26,2,4,2,2,1, , , ,1, ,3,4,2,3,2, , ,2,2.112972,1.911609
102121,2,1,180109,1,1,42,5,U,2,1,1,1,1,1,2, , ,1,1,2,1,2,1,1,1,1,1,1,2,1,4,4,1,2,1,4,1,5,1,1,1,"Mostly education, made information more avalible",1,1,4,2,1,2,43,3,3,1,2,1, , , ,1, ,8,4,9,2,2, , ,2,2.0850733,1.8638273
102122,2,1,180109,1,1,36,5,S,2,1,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,1,1,2,2,2, , ,1,3,1,1,1,1,2,1,1,connecting people in ideas,2,1,32,1,2,2,27,6,6,1,2,1, , , ,1, ,6,3,1,4,4, , ,1,0.7988475,0.6728485
102124,2,1,180109,1,1,42,3,S,2,1,1,1,3,1,1,1, ,1,1,2,1,1,2,1,1,2,1,1,2,2, ,2,1, ,1,1,3,3,3,1,1,"watch news and what happening, going on",1,1,98,8,2,2,24,6,2,1,2,2, , , ,2, ,1,4,2,1, , , ,2,0.7478136,0.6411812
102125,2,1,180109,1,3,12,2,U,2,1,1,1,4,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,2,1, ,4,4, ,2,2,1,1,3,1,1,allows ppl to have more information and opens a world of intertainment.,1,1,1,2,1,2,40,1,7,1,2,1, , , ,1, ,9,2, ,3,2, , ,1,0.7364975,0.7114484
102127,2,1,180109,1,3,45,1,S,2,1,1,1,1,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,2,1, ,3,3,1,1,3,2,3,4,1,1,Better access to information,1,1,2,1,1,1,27,6,4,2,1,1, , , ,1,1,4,3,2,1, , , ,2,1.4870124,1.1130562
102129,2,1,180109,2,1,34,4,S,2,2,1,1,1,2, , , ,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,5, ,1,2,1,1,1,1,1,por que uno se informa de cualquier cosa,9,1,10,2,1,1,24,3,6,4,1,1, , , ,1,3,1,3,2,4,4, , ,2,0.5831707,0.4333029
102130,2,1,180109,2,3,11,5,U,2,2,1,1,2,1,2, , ,1,1,1,2,2,2,1,1,2,1,1,2,2, ,1,1, ,3,2,1,1,2,1,1,communications,2,1,1,2,2,1,27,6,5,2,1,7, , , ,5,3,98,4,2,3,3, , ,1,1.169407,0.9444212
102132,2,1,180109,1,1,36,3,S,2,2,1,1,2,1,2, , ,2,1,2,2,1,2,1,1,1,1,2,2,2, ,3,2,2,5,1,2,4,4,2,1,problems and negatvity,3,1,0, , , ,67,6,5,3,2,2, , , ,2, ,98,2, ,4,3, , ,1,0.713196,1.0980852
102133,2,1,180109,1,3,12,3,S,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,2,2,2,1,2, ,4,2, , ,4,1,2,3,1,1,offers research getting reviews better of what you are buying or doing,1,1,24,1,2,2,31,1,5,4,2,1, , , ,1, ,4,3,1,4,2, , ,2,2.112972,1.911609
102134,2,1,180109,1,1,25,3,S,2,1,1,1,2,1,2, , ,1,2,1,1,1,2,2,2,2,1,2,2,2, , , , ,4,2,1,1, ,1,1,I think it involves a broad distribution of ideas,1,1,25,1,2,1,62,1,6,1,2,1, , , ,1, ,6,3,2,6,3, , ,1,0.5778311,0.656768
102138,2,1,180109,1,3,37,2,S,2,1,1,1,5,1,2, , ,1,1,2,1,2,2,1,1,2,2,1,2,2, ,5,1, , ,4,4,4,4,3, , ,9,1,10,1,2,2,63,1,5,3,2,4, , , ,4, ,2,3,1,2,2, , ,2,0.7634163,0.7098661
102143,2,1,180109,1,4,6,2,U,2,1,1,1,2,1,2, , ,2,1,1,1,1,2,2,2,1,2,2,2,2, , , ,1, ,6,1,1,4,1,1,porn,8,1,0, , , ,23,2,3,3,2,2, , , ,2, ,9,2, ,3,2, , ,1,0.7215823,0.6452513
102144,2,1,180109,1,1,23,2, ,2,2,2,2, , , , , ,2,2,1,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,3, , ,9, ,0, , , ,99,9,99,99,9,9, , , ,9, ,99,9,9,9,9, , ,9,0.86839,0.999854
102145,2,1,180109,1,2,39,1,S,2,2,1,1,2,1,8, , ,1,1,2,1,2,2,1,1,1,1,2,1,2, ,2,1,1,3,1,1,1,3,1,1,keeps in contact with people i need to be in contact with; paying bills etc,2,1,3,1,2,2,48,3,8,1,2,1, , , ,1, ,7,1, ,3,2, , ,2,1.0973185,1.0460674
102146,2,1,180109,1,3,24,4,U,2,1,1,1,3,1,2, , ,1,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,2,3,2,2, ,1,1,the information available,1,1,2,1,2,2,80,1,3,3,2,1, , , ,1, ,7,3,2,2,2, , ,1,1.0024735,1.4418881
102147,2,1,180109,1,3,24,4,S,2,2,2,2, , , , , ,2,2,1,1,1,2,1,2,1,2,2,2,2, ,3, ,4, ,1,2, , ,1,1,communicate better with people better who are out of state,2, ,10,1,2,2,68,1,3,4,2,1, , , ,1, ,98,2, ,3,3, , ,1,1.0215811,1.7239394
102149,2,1,180109,1,3,47,1,S,2,1,1,1,1,2, , , ,1,2,1,1,1,1,2,2,2,1,2,1,2,1, , , ,3,3,1,1, ,1,1,"shrinks the world, you can communicate with somebody fromthe other side of the world",2,1,24,1,2,2,37,1,4,1,2,1, , , ,1, ,6,3,2,3,2, , ,2,1.6700782,1.3423243
102151,2,1,180109,1,4,6,3,U,2,1,1,1,2,1,2, , ,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,comminication,2,1,4,2,1,1,22,1,3,1,2,1, , , ,1, ,8,4,1,3,2, , ,2,1.2404922,0.9429034
102152,2,1,180109,1,2,26,3,U,2,2,1,1,1,2, , , ,2,2,2,2,2,2,2,2,1,1,2,2,2, , , ,5,3,3,2,4, ,1,1,the news keeping up with things around the worlds,1,1,0, , , ,54,2,3,2,2,2, , , ,2, ,1,2, ,2,2, , ,2,1.7579546,1.4293906
102153,2,1,180109,1,2,20,1,R,2,2,1,1,4,1,8, , ,1,2,2,1,2,2,2,2,2,1,1,1,2, , , , ,5,6,1,3, ,3, , ,9,1,6,1,1,2,34,1,1,4,2,1, , , ,1, ,98,8,8,5,2, , ,2,1.624169,1.8092329
102156,2,1,180109,1,2,55,3,U,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1, , ,2,1,im not sure,8, ,3,2,1,2,69,1,4,3,2,2, , , ,2, ,2,2, ,2,2, , ,2,0.9746005,0.8665166
102157,2,1,180109,1,2,20,4,U,2,1,1,1,2,1,2, , ,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,3, ,3,2,2,1,3,1,1,spreads knowledge,1,1,8,1,1,1,34,1,6,1,2,1, , , ,1, ,6,3,8,4,2, , ,2,0.711758,0.4837438
102158,2,1,180109,1,2,27,3,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,2,1, ,3,1, ,2,3,2,1,1,1,1,Acess to information,1,1,65,1,1,1,37,6,6,1,2,1, , , ,1, ,7,3,2,1, , , ,2,0.8882135,0.7411939
102159,2,1,180109,1,2,55,1,R,2,2,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,1,1,2,1,2, ,3,3,5,4,2,1,1,3,1,1,enhances knowledge and info,1,1,70,1,1,1,21,6,4,2,2,1, , , ,1, ,1,2, ,2,2, , ,2,2.112972,2.0428872
102160,2,1,180109,1,4,6,3,U,2,2,1,1,2,1,2, , ,1,2,2,1,2,2,2,2,2,1,2,2,2, , , , ,4,2,1,1, ,2,1,social media bullying,6,1,0, , , ,65,5,5,3,2,1, , , ,1, ,6,1, ,1, , , ,2,0.7652469,0.9958925
102162,2,1,180109,1,2,18,4,S,2,1,1,1,2,1,2, , ,1,1,1,2,1,2,2,1,2,1,2,2,2, , ,3, ,3,3,5,1,4,1,1,advancement making the world smaller.,2,1,2,1,2,2,38,4,3,1,2,1, , , ,1, ,7,2, ,5,2, , ,2,1.7236634,1.3399971
102165,2,1,180109,1,2,55,1,R,2,1,1,1,5,1,2, , ,1,1,1,2,2,2,2,1,2,2,2,2,2, , ,3, , ,3,1,4,4,1,1,for communication,2,1,8,1,2,2,60,1,5,3,2,1, , , ,1, ,4,1, ,2,2, , ,2,0.8499481,0.7874606
102166,2,1,180109,1,2,20,4,U,2,2,1,1,2,8, , , ,1,8,2,1,2,2,2,8,2,2,2,2,2, , , , , ,1,1,1, ,3, , ,9,2,3,1,2,2,68,6,7,3,2,1, , , ,1, ,6,3,9,2,2, , ,1,0.3761749,0.6001035
102167,2,1,180109,2,3,48,5,U,2,2,1,1,3,1,1,1, ,1,1,2,2,1,2,2,1,2,1,1,2,2, , ,3, ,5,4,3,3,3,3, , ,9,1,3,1,2,2,38,4,4,1,1,7, , , ,5,3,2,4,8,3,1, , ,2,1.3209802,0.9974674
102170,2,1,180109,1,3,40,4, ,2,2,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,4, , ,2,1,"people don't know how to use their brians, they are addicted",4, ,0, , , ,57,1,5,1,2,4, , , ,5, ,99,3,8,2,2, , ,2,0.9412707,0.901925
102178,2,1,180109,1,2,55,3,U,2,1,1,1,2,1,2, , ,2,2,1,1,2,2,2,2,2,1,2,2,2, , , , ,3,1,1,2, ,1,1,Information is power,1,1,24,1,2,2,52,1,4,1,2,1, , , ,1, ,7,3,2,4,3, , ,1,1.4254724,1.4257941
102179,2,1,180109,1,1,25,4,U,2,2,1,1,4,2, , , ,2,1,1,2,1,2,1,2,1,1,2,2,2, ,5, ,3,1,1,4,2,4,1,1,information,1,3,6,1,2,2,25,6,3,1,1,5, , , ,5,1,6,2, ,4,2, , ,2,1.4489528,1.4056241
102180,2,1,180109,1,1,9,3,S,2,1,1,1,2,1,2, , ,1,1,2,1,2,1,2,1,2,1,1,2,1,1, ,1, ,2,2,2,1,3,1,1,"can find answers for things in past, research info",1,1,0, , , ,55,6,6,2,2,1, , , ,1, ,3,1, ,2,2, , ,1,0.5040471,0.656768
102181,2,1,180109,1,1,42,5,U,2,1,1,1,2,1,2, , ,1,1,1,2,1,2,1,1,1,1,2,2,2, ,1,1,1,3,2,3,3,3,1,1,its a good for learning and sccess,1,1,8,1,1,2,45,1,5,1,2,1, , , ,1, ,6,3,2,5,2, , ,2,1.6320853,1.5609786
102183,2,1,180109,1,1,25,4,U,2,2,1,1,2,1,2, , ,1,1,1,1,2,2,2,1,2,1,1,1,1, , ,1, ,2,3,2,1,3,1,1,"helps people find things on their own ,knowlage",1,1,1,1,2,2,27,1,7,1,2,3, , , ,3, ,8,3,8,2,2, , ,2,1.2680407,1.1915854
102184,2,1,180109,1,1,25,4,S,2,1,1,1,1,1,2, , ,1,1,1,2,1,1,2,2,2,1,2,2,1,1, , , ,3,3,1,1,2,1,1,access to information,1,1,6,1,2,2,31,2,7,1,2,1, , , ,1, ,7,2, ,2,2, , ,2,0.7891574,0.5729862
102186,2,1,180109,1,1,34,3,S,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,1,2, ,2,1,4,3,2,2,2,4,1,1,it helps people stay informed and be able to access information,1,1,10,1,2,1,35,3,5,1,2,1, , , ,1, ,4,3,2,5,3, , ,1,2.112972,2.0428872
102188,2,1,180109,1,1,34,4,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,2,2,1,2,2,1, ,2, , ,3,2,2,1,4,1,1,free acess information,1,1,8,1,1,2,28,2,6,1,2,9, , , ,9, ,8,5,8,2,2, , ,2,0.7891574,0.5729862
102189,2,1,180109,1,1,23,2,S,2,1,1,2,5,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,4,2,4, ,1,1,knowledge,1,1,24,1,2,2,55,6,3,4,2,2, , , ,2, ,1,4,8,7,1, , ,2,0.8560389,0.9765553
102190,2,1,180109,1,1,36,5,S,2,2,1,1,5,1,2, , ,1,2,1,1,2,2,2,2,2,2,2,2,1, , , , , ,1,2,3, ,3, , ,9,1,96,1,2,2,56,1,4,1,2,1, , , ,1, ,8,1, ,3,3, , ,1,1.2321586,1.3963143
102196,2,1,180109,1,2,18,3, ,2,2,2,1,1,2, , , ,1,1,2,2,2,2,1,1,2,1,2,2,2, ,1,1, ,3,2,1,1,1,1,1,Cominucation,2,1,0, , , ,30,6,5,1,1,7, , , ,5,1,4,3,2,1, , , ,2,2.112972,2.0428872
102201,2,1,180109,1,2,39,2, ,2,1,2,2, , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,6,6, , ,8, , ,9, ,3,1,2,2,32,1,1,8,2,1, , , ,1, ,99,1, ,8,2, , ,2,1.2680281,1.1281549
102203,2,1,180109,1,2,17,1,R,2,2,1,1,3,1,2, , ,1,1,2,1,1,2,2,1,2,2,2,2,2, , ,2, , ,1,1,1,2,1,1,you can keep up on family friends and news,2,1,0, , , ,59,1,5,1,2,1, , , ,1, ,6,2, ,2,2, , ,2,1.1459468,1.2562101
102204,2,1,180109,1,4,6,4,S,2,1,1,1,1,2, , , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,3,1,2, ,1,1,get information very quickly,1,1,36,1,2,2,99,4,6,1,9,9, , , ,9, ,99,3,8,6,2, , ,2,0.4780929,0.4333029
102206,2,1,180109,1,4,41,1,U,2,2,1,1,3,1,2, , ,1,1,1,1,1,2,2,1,2,2,8,1,2, , ,2, , ,2,2,3,3,1,1,its made life a little easier,8,1,5,1,2,1,52,1,3,1,2,1, , , ,1, ,3,3,9,3,2, , ,1,1.6775791,2.0428872
102207,2,1,180109,1,4,6,1,S,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,1,2,2, , ,1, ,5,4,3,1,3,3, , ,9,1,0, , , ,44,1,3,1,1,7, , , ,5,3,4,3,8,8,2, , ,1,1.028647,0.8585794
102208,2,1,180109,1,4,32,2,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,1,1,2,1,2,2,2, ,2,1, ,1,3,5,5,1,1,1,opened uo total knowledge of man kind,1,1,30,1,2,1,67,1,6,2,2,1, , , ,1, ,9,3,2,2,2, , ,1,0.3849665,0.5440401
102210,2,1,180109,1,4,6,1,S,2,2,1,2,3,1,2, , ,1,2,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,3,1, ,1,1,it keeps people in touch with the whole world and keeps people aware of whats going on in the world,1,1,6,2,2,1,76,5,5,5,2,1, , , ,1, ,5,2, ,3,2, , ,1,0.5677296,0.9809158
102211,2,1,180109,1,4,6,4,S,2,1,1,1,5,1,2, , ,2,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1, ,1,1,allows many avenues into social media,2,1,8,1,2,2,83,5,8,3,2,1, , , ,1, ,99,2, ,2,2, , ,1,0.3761749,0.4333029
102213,2,1,180109,1,3,12,2,S,2,1,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,2,1,1,2,2, , ,1, ,1,4,4,4,3,1,1,helps people stay connected and get information,2,2,5,1,2,2,58,1,3,1,2,1, , , ,1, ,7,1, ,2,2, , ,2,1.4886753,1.5951919
102215,2,1,180109,1,4,49,4,U,2,1,1,1,2,1,2, , ,1,1,2,1,1,2,2,1,1,1,2,2,2, , ,1,3,2,2,1,2,3,1,1,very easy to acces to information as to prior generations like you were able to get on the internet to find the news,1,1,3,1,2,2,22,6,5,1,2,1, , , ,1, ,3,4,8,3,3, , ,2,1.3236678,0.7577971
102216,2,1,180109,1,4,30,1,R,2,1,1,1,2,1,2, , ,1,1,1,1,1,2,2,1,2,1,2,2,1, , ,2, ,3,3,1,1,4,1,1,information,1,1,3,1,2,2,40,1,3,5,2,1, , , ,1, ,9,3,1,5,2, , ,1,1.4113742,1.4668863
102217,2,1,180109,1,2,17,2,S,2,2,2,2, , , , , ,2,2,2,2,1,2,2,2,2,2,2,2,2, , , , , ,3,1, , ,8, , ,9, ,5,1,1,2,83,1,2,3,2,1, , , ,1, ,98,3,8,3,2, , ,2,1.1285084,2.0428872
102218,2,1,180109,1,4,53,2,U,2,1,1,1,5,2, , , ,1,1,2,2,2,2,2,1,2,1,2,2,2, , ,2, ,5,4,4,4,4,3, , ,9,3,96,1,2,1,24,8,98,5,2,4, , , ,4, ,99,4,9,7,5, , ,1,0.7317959,0.6409355
102219,2,1,180109,1,4,6,5,S,2,1,1,1,1,1,2, , ,1,1,2,2,2,2,1,2,1,1,2,2,2, ,5, ,5,1,2,1,1,1,1,1,better for research,1,1,0, , , ,21,6,3,1,1,7, , , ,5,1,98,8,8,6,4, , ,2,1.0196113,0.7165525
102220,2,1,180109,1,4,41,1,R,2,1,1,1,1,2, , , ,1,1,2,1,2,1,1,1,2,1,2,2,2,5,5,2, ,1,6,1,1,4,1,1,get people together,2,1,10,1,2,2,42,3,5,3,2,1, , , ,1, ,1,3,1,1, , , ,2,1.51719,1.2090253
102221,2,1,180109,1,4,6,1,S,2,1,1,1,1,2, , , ,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,5,1,1,1,YOU CAN BASICALLY FIND WHATS GOING IN YOUR SURROUNDING,1,1,15,1,2,2,59,6,5,6,2,2, , , ,2, ,1,2, ,2,2, , ,2,0.6715744,0.5459213
102226,2,1,180109,1,4,6,4,U,2,1,1,1,2,1,2, , ,1,1,1,1,2,1,1,1,1,1,2,1,1,5,4,5,1,5,5,3,1,4,1,1,makes it easy to get information and share it,1,1,10,1,2,1,67,1,7,1,2,1, , , ,1, ,9,2, ,3,3, , ,2,0.434982,0.4333029
102227,2,1,180109,1,2,27,1,R,2,2,1,1,2,1,2, , ,1,1,2,1,1,2,1,1,1,1,2,1,2, ,5,1,1,4,2,1,2,2,3, , ,9,1,20,1,2,2,65,1,6,3,2,1, , , ,1, ,6,2, ,3,3, , ,2,0.4721834,0.7509432
102228,2,1,180109,1,4,53,4,S,2,1,1,1,2,1,2, , ,1,1,2,1,2,2,1,1,2,1,2,2,2, ,5,1, ,1,3,1,1,3,1,1,VIDEOS,1,1,1,1,2,1,43,1,6,1,1,7, , , ,5,3,3,2, ,6,2, , ,2,0.6169544,0.4333029
102229,2,1,180109,1,1,36,3,S,2,2,1,1,1,1,2, , ,1,1,1,1,1,2,2,1,1,1,1,1,1, , ,3,3,3,3,1,1,3,1,1,brings us together,2,1,40,1,2,1,44,1,8,1,2,3, , , ,3, ,99,2, ,6,3, , ,1,1.4457996,1.6018008
